jogador,rodada,numero,cor,resultado,saldo
1,1848,21,Vermelho,Vitória,190
1,1849,7,Vermelho,Vitória,195
1,1850,10,Preto,Derrota,190
1,1851,10,Preto,Derrota,185
1,1852,19,Vermelho,Vitória,190
1,1853,25,Vermelho,Vitória,195
1,1854,24,Preto,Derrota,190
1,1855,24,Preto,Derrota,185
1,1856,1,Vermelho,Vitória,190
1,1857,23,Vermelho,Vitória,195
1,1858,13,Preto,Derrota,190
1,1859,5,Vermelho,Vitória,195
1,1860,34,Vermelho,Vitória,200
1,1861,29,Preto,Derrota,195
1,1862,20,Preto,Derrota,190
1,1863,26,Preto,Derrota,185
1,1864,5,Vermelho,Vitória,190
1,1865,0,Verde,Derrota,185
1,1866,32,Vermelho,Vitória,190
1,1867,9,Vermelho,Vitória,195
1,1868,31,Preto,Derrota,190
1,1869,4,Preto,Derrota,185
1,1870,5,Vermelho,Vitória,190
1,1871,9,Vermelho,Vitória,195
1,1872,25,Vermelho,Vitória,200
1,1873,6,Preto,Derrota,195
1,1874,0,Verde,Derrota,190
1,1875,4,Preto,Derrota,185
1,1876,2,Preto,Derrota,180
1,1877,13,Preto,Derrota,175
1,1878,36,Vermelho,Vitória,180
1,1879,1,Vermelho,Vitória,185
1,1880,19,Vermelho,Vitória,190
1,1881,11,Preto,Derrota,185
1,1882,29,Preto,Derrota,180
1,1883,15,Preto,Derrota,175
1,1884,8,Preto,Derrota,170
1,1885,4,Preto,Derrota,165
1,1886,31,Preto,Derrota,160
1,1887,3,Vermelho,Vitória,165
1,1888,19,Vermelho,Vitória,170
1,1889,25,Vermelho,Vitória,175
1,1890,10,Preto,Derrota,170
1,1891,5,Vermelho,Vitória,175
1,1892,1,Vermelho,Vitória,180
1,1893,22,Preto,Derrota,175
1,1894,11,Preto,Derrota,170
1,1895,31,Preto,Derrota,165
1,1896,33,Preto,Derrota,160
1,1897,20,Preto,Derrota,155
1,1898,31,Preto,Derrota,150
1,1899,27,Vermelho,Vitória,155
1,1900,33,Preto,Derrota,150
1,1901,22,Preto,Derrota,145
1,1902,14,Vermelho,Vitória,150
1,1903,3,Vermelho,Vitória,155
1,1904,1,Vermelho,Vitória,160
1,1905,30,Vermelho,Vitória,165
1,1906,10,Preto,Derrota,160
1,1907,28,Preto,Derrota,155
1,1908,21,Vermelho,Vitória,160
1,1909,18,Vermelho,Vitória,165
1,1910,9,Vermelho,Vitória,170
1,1911,13,Preto,Derrota,165
1,1912,15,Preto,Derrota,160
1,1913,20,Preto,Derrota,155
1,1914,20,Preto,Derrota,150
1,1915,8,Preto,Derrota,145
1,1916,19,Vermelho,Vitória,150
1,1917,4,Preto,Derrota,145
1,1918,3,Vermelho,Vitória,150
1,1919,20,Preto,Derrota,145
1,1920,1,Vermelho,Vitória,150
1,1921,22,Preto,Derrota,145
1,1922,26,Preto,Derrota,140
1,1923,35,Preto,Derrota,135
1,1924,20,Preto,Derrota,130
1,1925,26,Preto,Derrota,125
1,1926,4,Preto,Derrota,120
1,1927,0,Verde,Derrota,115
1,1928,22,Preto,Derrota,110
1,1929,26,Preto,Derrota,105
1,1930,4,Preto,Derrota,100
1,1931,27,Vermelho,Vitória,105
1,1932,30,Vermelho,Vitória,110
1,1933,35,Preto,Derrota,105
1,1934,36,Vermelho,Vitória,110
1,1935,31,Preto,Derrota,105
1,1936,11,Preto,Derrota,100
1,1937,23,Vermelho,Vitória,105
1,1938,16,Vermelho,Vitória,110
1,1939,19,Vermelho,Vitória,115
1,1940,28,Preto,Derrota,110
1,1941,26,Preto,Derrota,105
1,1942,33,Preto,Derrota,100
1,1943,10,Preto,Derrota,95
1,1944,18,Vermelho,Vitória,100
1,1945,10,Preto,Derrota,95
1,1946,29,Preto,Derrota,90
1,1947,10,Preto,Derrota,85
1,1948,3,Vermelho,Vitória,90
1,1949,33,Preto,Derrota,85
1,1950,36,Vermelho,Vitória,90
1,1951,7,Vermelho,Vitória,95
1,1952,5,Vermelho,Vitória,100
1,1953,23,Vermelho,Vitória,105
1,1954,25,Vermelho,Vitória,110
1,1955,27,Vermelho,Vitória,115
1,1956,0,Verde,Derrota,110
1,1957,27,Vermelho,Vitória,115
1,1958,21,Vermelho,Vitória,120
1,1959,3,Vermelho,Vitória,125
1,1960,2,Preto,Derrota,120
1,1961,4,Preto,Derrota,115
1,1962,20,Preto,Derrota,110
1,1963,8,Preto,Derrota,105
1,1964,16,Vermelho,Vitória,110
1,1965,32,Vermelho,Vitória,115
1,1966,18,Vermelho,Vitória,120
1,1967,17,Preto,Derrota,115
1,1968,12,Vermelho,Vitória,120
1,1969,1,Vermelho,Vitória,125
1,1970,24,Preto,Derrota,120
1,1971,8,Preto,Derrota,115
1,1972,20,Preto,Derrota,110
1,1973,7,Vermelho,Vitória,115
1,1974,5,Vermelho,Vitória,120
1,1975,22,Preto,Derrota,115
1,1976,17,Preto,Derrota,110
1,1977,31,Preto,Derrota,105
1,1978,0,Verde,Derrota,100
1,1979,31,Preto,Derrota,95
1,1980,13,Preto,Derrota,90
1,1981,17,Preto,Derrota,85
1,1982,2,Preto,Derrota,80
1,1983,14,Vermelho,Vitória,85
1,1984,20,Preto,Derrota,80
1,1985,24,Preto,Derrota,75
1,1986,0,Verde,Derrota,70
1,1987,4,Preto,Derrota,65
1,1988,9,Vermelho,Vitória,70
1,1989,5,Vermelho,Vitória,75
1,1990,34,Vermelho,Vitória,80
1,1991,12,Vermelho,Vitória,85
1,1992,16,Vermelho,Vitória,90
1,1993,28,Preto,Derrota,85
1,1994,8,Preto,Derrota,80
1,1995,20,Preto,Derrota,75
1,1996,24,Preto,Derrota,70
1,1997,18,Vermelho,Vitória,75
1,1998,27,Vermelho,Vitória,80
1,1999,7,Vermelho,Vitória,85
1,2000,24,Preto,Derrota,80
1,2001,28,Preto,Derrota,75
1,2002,10,Preto,Derrota,70
1,2003,25,Vermelho,Vitória,75
1,2004,25,Vermelho,Vitória,80
1,2005,20,Preto,Derrota,75
1,2006,20,Preto,Derrota,70
1,2007,23,Vermelho,Vitória,75
1,2008,22,Preto,Derrota,70
1,2009,35,Preto,Derrota,65
1,2010,36,Vermelho,Vitória,70
1,2011,9,Vermelho,Vitória,75
1,2012,24,Preto,Derrota,70
1,2013,26,Preto,Derrota,65
1,2014,10,Preto,Derrota,60
1,2015,12,Vermelho,Vitória,65
1,2016,8,Preto,Derrota,60
1,2017,13,Preto,Derrota,55
1,2018,35,Preto,Derrota,50
1,2019,26,Preto,Derrota,45
1,2020,35,Preto,Derrota,40
1,2021,16,Vermelho,Vitória,45
1,2022,11,Preto,Derrota,40
1,2023,22,Preto,Derrota,35
1,2024,6,Preto,Derrota,30
1,2025,29,Preto,Derrota,25
1,2026,8,Preto,Derrota,20
1,2027,17,Preto,Derrota,15
1,2028,10,Preto,Derrota,10
1,2029,29,Preto,Derrota,5
1,2030,25,Vermelho,Vitória,10
1,2031,9,Vermelho,Vitória,15
1,2032,34,Vermelho,Vitória,20
1,2033,14,Vermelho,Vitória,25
1,2034,32,Vermelho,Vitória,30
1,2035,0,Verde,Derrota,25
1,2036,34,Vermelho,Vitória,30
1,2037,20,Preto,Derrota,25
1,2038,24,Preto,Derrota,20
1,2039,32,Vermelho,Vitória,25
1,2040,8,Preto,Derrota,20
1,2041,4,Preto,Derrota,15
1,2042,30,Vermelho,Vitória,20
1,2043,12,Vermelho,Vitória,25
1,2044,1,Vermelho,Vitória,30
1,2045,30,Vermelho,Vitória,35
1,2046,25,Vermelho,Vitória,40
1,2047,9,Vermelho,Vitória,45
1,2048,24,Preto,Derrota,40
1,2049,19,Vermelho,Vitória,45
1,2050,15,Preto,Derrota,40
1,2051,29,Preto,Derrota,35
1,2052,24,Preto,Derrota,30
1,2053,19,Vermelho,Vitória,35
1,2054,31,Preto,Derrota,30
1,2055,9,Vermelho,Vitória,35
1,2056,16,Vermelho,Vitória,40
1,2057,14,Vermelho,Vitória,45
1,2058,30,Vermelho,Vitória,50
1,2059,8,Preto,Derrota,45
1,2060,9,Vermelho,Vitória,50
1,2061,24,Preto,Derrota,45
1,2062,34,Vermelho,Vitória,50
1,2063,13,Preto,Derrota,45
1,2064,28,Preto,Derrota,40
1,2065,21,Vermelho,Vitória,45
1,2066,1,Vermelho,Vitória,50
1,2067,5,Vermelho,Vitória,55
1,2068,16,Vermelho,Vitória,60
1,2069,13,Preto,Derrota,55
1,2070,2,Preto,Derrota,50
1,2071,19,Vermelho,Vitória,55
1,2072,28,Preto,Derrota,50
1,2073,23,Vermelho,Vitória,55
1,2074,3,Vermelho,Vitória,60
1,2075,15,Preto,Derrota,55
1,2076,24,Preto,Derrota,50
1,2077,11,Preto,Derrota,45
1,2078,10,Preto,Derrota,40
1,2079,23,Vermelho,Vitória,45
1,2080,26,Preto,Derrota,40
1,2081,29,Preto,Derrota,35
1,2082,32,Vermelho,Vitória,40
1,2083,27,Vermelho,Vitória,45
1,2084,6,Preto,Derrota,40
1,2085,23,Vermelho,Vitória,45
1,2086,12,Vermelho,Vitória,50
1,2087,32,Vermelho,Vitória,55
1,2088,29,Preto,Derrota,50
1,2089,28,Preto,Derrota,45
1,2090,4,Preto,Derrota,40
1,2091,7,Vermelho,Vitória,45
1,2092,13,Preto,Derrota,40
1,2093,17,Preto,Derrota,35
1,2094,34,Vermelho,Vitória,40
1,2095,20,Preto,Derrota,35
1,2096,17,Preto,Derrota,30
1,2097,14,Vermelho,Vitória,35
1,2098,34,Vermelho,Vitória,40
1,2099,4,Preto,Derrota,35
1,2100,7,Vermelho,Vitória,40
1,2101,5,Vermelho,Vitória,45
1,2102,19,Vermelho,Vitória,50
1,2103,11,Preto,Derrota,45
1,2104,21,Vermelho,Vitória,50
1,2105,10,Preto,Derrota,45
1,2106,1,Vermelho,Vitória,50
1,2107,11,Preto,Derrota,45
1,2108,31,Preto,Derrota,40
1,2109,32,Vermelho,Vitória,45
1,2110,24,Preto,Derrota,40
1,2111,32,Vermelho,Vitória,45
1,2112,19,Vermelho,Vitória,50
1,2113,0,Verde,Derrota,45
1,2114,22,Preto,Derrota,40
1,2115,5,Vermelho,Vitória,45
1,2116,5,Vermelho,Vitória,50
1,2117,24,Preto,Derrota,45
1,2118,11,Preto,Derrota,40
1,2119,14,Vermelho,Vitória,45
1,2120,21,Vermelho,Vitória,50
1,2121,9,Vermelho,Vitória,55
1,2122,26,Preto,Derrota,50
1,2123,36,Vermelho,Vitória,55
1,2124,7,Vermelho,Vitória,60
1,2125,35,Preto,Derrota,55
1,2126,17,Preto,Derrota,50
1,2127,4,Preto,Derrota,45
1,2128,33,Preto,Derrota,40
1,2129,10,Preto,Derrota,35
1,2130,15,Preto,Derrota,30
1,2131,34,Vermelho,Vitória,35
1,2132,34,Vermelho,Vitória,40
1,2133,19,Vermelho,Vitória,45
1,2134,25,Vermelho,Vitória,50
1,2135,28,Preto,Derrota,45
1,2136,12,Vermelho,Vitória,50
1,2137,17,Preto,Derrota,45
1,2138,6,Preto,Derrota,40
1,2139,36,Vermelho,Vitória,45
1,2140,19,Vermelho,Vitória,50
1,2141,36,Vermelho,Vitória,55
1,2142,29,Preto,Derrota,50
1,2143,10,Preto,Derrota,45
1,2144,1,Vermelho,Vitória,50
1,2145,18,Vermelho,Vitória,55
1,2146,17,Preto,Derrota,50
1,2147,36,Vermelho,Vitória,55
1,2148,21,Vermelho,Vitória,60
1,2149,3,Vermelho,Vitória,65
1,2150,29,Preto,Derrota,60
1,2151,9,Vermelho,Vitória,65
1,2152,8,Preto,Derrota,60
1,2153,7,Vermelho,Vitória,65
1,2154,28,Preto,Derrota,60
1,2155,22,Preto,Derrota,55
1,2156,11,Preto,Derrota,50
1,2157,11,Preto,Derrota,45
1,2158,3,Vermelho,Vitória,50
1,2159,13,Preto,Derrota,45
1,2160,8,Preto,Derrota,40
1,2161,35,Preto,Derrota,35
1,2162,15,Preto,Derrota,30
1,2163,36,Vermelho,Vitória,35
1,2164,25,Vermelho,Vitória,40
1,2165,25,Vermelho,Vitória,45
1,2166,17,Preto,Derrota,40
1,2167,22,Preto,Derrota,35
1,2168,10,Preto,Derrota,30
1,2169,22,Preto,Derrota,25
1,2170,0,Verde,Derrota,20
1,2171,31,Preto,Derrota,15
1,2172,15,Preto,Derrota,10
1,2173,27,Vermelho,Vitória,15
1,2174,20,Preto,Derrota,10
1,2175,34,Vermelho,Vitória,15
1,2176,18,Vermelho,Vitória,20
1,2177,21,Vermelho,Vitória,25
1,2178,2,Preto,Derrota,20
1,2179,19,Vermelho,Vitória,25
1,2180,21,Vermelho,Vitória,30
1,2181,31,Preto,Derrota,25
1,2182,23,Vermelho,Vitória,30
1,2183,35,Preto,Derrota,25
1,2184,33,Preto,Derrota,20
1,2185,14,Vermelho,Vitória,25
1,2186,27,Vermelho,Vitória,30
1,2187,1,Vermelho,Vitória,35
1,2188,6,Preto,Derrota,30
1,2189,3,Vermelho,Vitória,35
1,2190,9,Vermelho,Vitória,40
1,2191,27,Vermelho,Vitória,45
1,2192,6,Preto,Derrota,40
1,2193,22,Preto,Derrota,35
1,2194,6,Preto,Derrota,30
1,2195,18,Vermelho,Vitória,35
1,2196,15,Preto,Derrota,30
1,2197,5,Vermelho,Vitória,35
1,2198,14,Vermelho,Vitória,40
1,2199,19,Vermelho,Vitória,45
1,2200,17,Preto,Derrota,40
1,2201,18,Vermelho,Vitória,45
1,2202,31,Preto,Derrota,40
1,2203,29,Preto,Derrota,35
1,2204,17,Preto,Derrota,30
1,2205,7,Vermelho,Vitória,35
1,2206,29,Preto,Derrota,30
1,2207,10,Preto,Derrota,25
1,2208,31,Preto,Derrota,20
1,2209,22,Preto,Derrota,15
1,2210,31,Preto,Derrota,10
1,2211,6,Preto,Derrota,5
1,2212,20,Preto,Derrota,0
